,Train RMSE,Validation RMSE
0,156.95116100933444,157.5794453634157
1,155.65659997072976,155.64540495042687
2,154.74738720106438,154.6961051362386
3,154.50714916058183,155.4044407335858
4,153.36662075028454,153.3089133669101
5,153.58713220843,153.32961319404893
6,153.61075241082182,154.63371980167054
7,152.06898719215656,152.3804984585291
8,152.15483224880452,152.45371304151044
9,151.29137555558506,151.08397518233812
10,151.24943431130012,151.0536719902773
11,154.02780155917188,154.90857351348242
12,150.53960842354124,150.92786138401874
13,150.6295914190275,150.54768243507112
14,150.27925810076565,150.45812985810838
15,152.6091152349688,154.40397251927843
16,150.4914670864725,151.49181871076794
17,149.71746009608705,150.45003279656677
18,150.3650818312442,150.6638241505465
19,149.96187750421487,150.32139629364605
20,151.19783201374815,150.92735992900998
21,149.0416436529063,149.64189477769477
22,148.92648910569685,149.9531757048829
23,149.2501924528315,149.59492950903686
24,150.02308891582706,151.4413500489139
25,148.49168036598712,149.33616684349977
26,148.8799778854617,149.3048462901656
27,148.4995893881759,149.48917685260614
28,149.0865286628416,150.83701661498077
29,148.57703535391627,149.7305073545044
30,148.30344944369347,149.59394955977902
31,149.8081670314272,151.9307462497037
32,148.33026120526478,149.77603765986885
33,147.951185731911,149.28810963511208
34,150.76020475909823,153.13632324063488
35,148.23028780523418,149.44796797482442
36,148.24453978683908,149.70857654567266
37,149.79751936634108,150.49930311703665
38,148.60739749994636,150.4483834749309
39,148.063531155535,150.31217528183615
40,148.0458902565347,149.97385724937604
41,148.60026186433427,151.11389003029498
42,147.7953957631468,150.13532333907926
43,147.84205289553265,150.0159869778839
44,148.57025690796652,150.21994878855767
45,124.33003607411754,126.94849076653362
46,124.19780023348281,127.57999449121552
47,124.48604907696615,126.87216887052755
48,124.34587200435978,126.24702981786477
49,123.61467420580048,126.40371785276731
50,127.89740652950685,132.0413675782874
51,123.72619003138438,126.92231006905799
52,123.85095441839857,127.1609718331773
53,123.42009483969309,126.39519515279235
54,124.80942011246437,126.74822423614245
55,123.33363299530401,125.884028119262
56,124.03321977655175,127.53584746560341
57,125.02281219174786,128.86700387600837
58,123.14386639982862,126.03515573170839
59,124.60050165751443,126.63481776371593
60,123.69265589685921,126.74239531953013
61,124.42345456752632,128.16852324403956
62,123.41815290439976,126.04401905593207
63,122.95494732331007,126.07477212298654
64,123.48522570738088,126.03762127745263
65,123.49599669912011,126.45897012500883
66,124.41954700113168,126.43483761842064
67,126.20390033457252,130.6297285594109
68,95.14646534806717,96.78612033380475
69,94.81791480086585,96.72183176418487
70,94.43586049227893,96.81071162060076
71,95.32909725516299,98.09525844975883
72,94.25286131110511,96.21974326651247
73,93.92781478760399,96.5128343426359
74,95.72880987588077,96.89074817753463
75,94.40029741624035,97.60845022361613
76,94.61548116446545,98.09575014890416
77,95.55774715688558,97.09040871303161
78,93.90024220309401,96.7094884759775
79,94.07584432644414,95.98988303652307
80,94.08422774741389,96.96495724562509
81,93.97160614463706,96.88654529242736
82,93.68703567245866,96.64962186036601
83,95.93357284014581,97.01159010586501
84,94.27080484754207,96.12728092243997
85,93.53034771141066,96.04045967930777
86,93.78827987600397,95.73162973617502
87,93.33100215238164,96.18181200830317
88,93.63708364701304,96.19917837510448
89,93.79447307354131,95.85645072101784
90,94.1423473750731,96.79093354071603
91,94.28930230723176,95.96417370668941
92,93.15415303120447,95.71932998270304
93,95.94862063255636,96.81672800845405
94,93.45635999675861,95.84714552406128
95,94.38194644869345,95.80178100357173
96,93.0735195841771,95.35602435961611
97,95.94561607731721,96.49777244195606
98,94.56956703372863,95.2182334535198
99,93.5342359935368,94.432539961558
100,92.8355652323412,94.46914622481741
101,93.0710515804073,93.83324462139356
102,93.55131733658754,94.60785242020269
103,93.28445062908938,94.9147195546186
104,93.0232025732438,93.90763031384641
105,93.11332238027245,93.40944855461052
106,92.72000368049439,93.62870825488008
107,92.57243114127299,93.23882545853606
108,92.89191359797404,93.71244026118113
109,92.69782145673761,93.39321374104003
110,93.31729177085792,94.72378809233761
111,92.73946646722996,92.7008557990824
112,92.67325553812458,93.52685736066682
113,92.7845722968525,93.04609671949125
114,92.95544258194525,93.77066356097401
115,92.64008547822326,93.00343251347306
116,93.11740579826524,93.40816693220305
117,93.1043755112594,94.35306129884293
118,92.7775523852008,93.61762053238982
119,92.36931345142509,92.74685204807018
120,92.54427691914923,92.61300576893544
121,92.3815025906647,93.1749560328717
122,93.08546620415946,93.1150187490012
123,92.59165477281795,92.82819885136736
124,95.04635324481832,96.8386027032211
125,94.13492853581295,95.71039186100062
126,92.53158881302107,93.70135180134736
127,92.11112423107262,93.86216049274574
128,92.6685418516966,92.92769857173168
129,91.92402181038565,92.889831569687
130,91.60501174789883,92.92545373597522
131,92.41823436469127,93.24901666583997
132,92.03178679872855,92.90514392930471
133,93.69454854771426,94.62394066530749
134,92.05414699363499,93.01824583585291
135,94.3227575674992,97.37358736278692
136,92.12525811767328,93.53512603955843
137,91.34655015540982,92.89207936652893
138,91.87070873029899,93.59713364971198
139,91.9244822798164,93.17572154588831
140,91.30500899136089,93.41061295361206
141,91.25309433252758,92.55908994095806
142,91.87992778940576,94.20703638155153
143,91.60429965469746,93.50986390074813
144,90.92891632101929,92.9976024239356
145,93.09773971805834,96.12840535004194
146,91.88185603530466,93.75183771733015
147,91.31637563500763,93.35131532889207
148,90.87508702802472,93.33118092168287
149,91.51913359548043,93.49499408186912
150,91.06786400793335,93.83457514789512
151,90.97436189182086,93.64108410053409
152,91.50449878342802,93.5597741269236
153,91.1543262959097,93.49042763855518
154,92.9311504765653,94.7745389182022
155,91.3514028456564,94.9676461357841
156,91.28789120098563,93.75112479953334
157,90.66532175794228,93.35328626153945
158,90.87576084655389,94.61158845120403
159,90.65613229035544,94.02741728868963
160,91.57829719704837,95.76651975629014
161,90.58947872159035,93.50874246621612
162,90.28889961961124,93.33585440741018
163,90.27342805542409,93.52565565673115
164,90.47851098674745,93.80168251787498
165,90.07412762064226,93.49511418530385
166,90.64340146350618,93.17896402395561
167,90.48527459656212,93.60065831831142
168,89.86973392640006,93.60411828652758
169,90.36987898084783,94.10066939612307
170,90.04813843092823,93.5984121659579
171,90.21026030034301,93.48258287598573
172,90.2626712610594,93.44720372717576
173,91.5969310313891,96.2323467833857
174,90.74726242521824,95.25963409520311
175,90.1818317454701,93.99398477995256
176,89.73645612825017,94.07149790125658
177,89.6335348744012,93.42646813240293
178,90.45772493789678,93.66490384655572
179,89.88066732570523,94.16925392891247
180,90.31306212984019,94.64138541971391
181,90.06057454965922,94.9919570048297
182,89.72808460510959,93.22355788448853
183,90.00384209675128,94.39618702258815
184,89.50156022581236,94.30163984430322
185,89.72925831879475,94.27145043279621
186,89.18290616208436,94.31957223901362
187,89.2332986964664,94.07467226069579
188,91.45799626556784,95.51712274351932
189,91.69737093462543,97.50308361332075
190,90.3453518784139,95.19536509967779
191,90.41621965903462,96.09602368540695
192,91.75787798830353,97.89766549738823
193,89.2937754405313,94.28935791758063
194,90.33663837983865,95.96518213006318
195,88.99709131893687,93.87389101037596
196,89.19564995099562,94.7039418223668
197,91.04608702769734,95.69207906574248
198,89.58032595047446,94.4063134967386
199,89.09728978212874,94.78546852728803
200,88.89987580768246,94.29132482640047
201,89.80035905235498,96.15198620241088
202,88.72015189570736,94.80028652495368
203,88.8662335672051,94.28042236866594
204,88.93579838537718,95.21595533630384
205,90.08544239915486,95.85528715063047
206,89.24718976950997,95.1641328439291
207,88.54496744575475,94.3965725089869
208,89.28899646122177,95.85205946642795
209,89.57064250207836,95.03955831164072
210,89.82545724985985,95.45301813627071
211,89.04435217239732,94.30457425453774
212,88.36314767689508,94.72215706897498
213,88.83954684820164,95.33423974297561
214,88.39549358058832,94.91290640712398
215,89.219514250302,95.49254606152738
216,88.3556485952063,94.90539991000132
217,88.57447697279447,94.43798498412677
218,88.18271310891956,94.67117811537359
